TCP,estc,Wiggins number,author,author 2,author 3,author 4,author 5,translator,adaptation,missing or excluded from TCP,title,alternative title,type,genre,Wiggins genre,DEEP genre,Harbage genre,Wiggins contemporary genre,date of writing,decade,date of 1st performance,Harbage limits of performance date,date of 1st publication,date of text used,play company 1,play company 2,theatre,metre,rhyme,notes,text_name,status
A47372,R7715,,"Killigrew, Thomas",,,,,,,no,1 Bellamira Her Dream,1 The Love of Shadows,drama,TC,,,,,1652,1650,,,1664,1664,,,,,,,A47372.headed_collection_008.txt,Free
A47372,R7715,,"Killigrew, Thomas",,,,,,,no,2 Bellamira Her Dream,2 The Love of Shadows,drama,TC,,,,,1652,1650,,,1664,1664,,,,,,,A47372.headed_collection_009.txt,Free
A47372,R7715,,"Killigrew, Thomas",,,,,,,no,Claricilla,Claracilla,drama,TC,,TC,,,1636,1630,1639,,1641,1664,Queen Henrietta Maria's Men,,,,,TCP transcription lacks final page due to imaging error,A47372.headed_collection_010.txt,Free
A47372,R7715,,"Killigrew, Thomas",,,,,,,no,The Prisoners,,drama,TC,,TC,,,1635,1630,1635,,1640,1664,Queen Henrietta Maria's Men,,,,,,A47372.headed_collection_011.txt,Free
A47372,R7715,,"Killigrew, Thomas",,,,,,,no,The Princess,"The Princess, Love at first Sight",drama,TC,,,,,1636,1630,,,1664,1664,,,,,,,A47372.headed_collection_001.txt,Free
A47372,R7715,,"Killigrew, Thomas",,,,,,,no,The Parson's Wedding,,drama,CO,,,,,1641,1640,,,1664,1664,,,,,,,A47372.headed_collection_002.txt,Free
A47372,R7715,,"Killigrew, Thomas",,,,,,,no,The Pilgrim,,drama,TR,,,,,1646,1640,,,1664,1664,,,,,,,A47372.headed_collection_003.txt,Free
A48148,R11749,,"Lodge, Thomas",,,,,,,no,"Lady Alimony, or The Alimony Lady",,drama,CO,,CO,,,1659,1650,1659,,1659,1659,,,,,,,A48148.headed.txt,Free
A49479,R7118,1235,"Dekker, Thomas","Haughton, William","Day, John",,,,,no,"Lust's Dominion, or The Lascivious Queen","Performed: The Spanish Moor's Tragedy / Printed: Lust's Dominion, or The Lascivious Queen / Later assigned: The Lascivious Queen; The Spanish Moor",drama,TR,TR,TR,,TR,1600,1600,1600,,1657,1657,Admiral's (Nottingham's) Men,,the Rose,pentameter and prose,no,,A49479.headed.txt,Free
A50090,R154,,"Massinger, Philip",,,,,,,no,The City Madam,,drama,CO,,CO,,,1632,1630,1632,,1658,1658,King's Men,,,,,,A50090.headed.txt,Free
A50091,R12634,,"Middleton, Thomas","Rowley, William","Heywood, Thomas",,,,,no,"The Old Law, or A New Way to Please You",,drama,CO,,CO,,,1618,1610,1618,,1656,1656,,,,,,,A50091.headed.txt,Free
A50093,R202151,,"Massinger, Philip",,,,,,,no,The Bashful Lover,,drama,TC,,TC,,,1636,1630,1636,,1655,1655,King's Men,,,,,,A50093.headed_collection_001.txt,Free
A50093,R202151,,"Massinger, Philip",,,,,,,no,The Guardian,,drama,CO,,CO,,,1633,1630,1633,,1655,1655,King's Men,,,,,,A50093.headed_collection_002.txt,Free
A50093,R202151,,"Fletcher, John","Massinger, Philip",,,,,,no,A Very Woman,"A Very Woman, or The Prince of Tarent",drama,TC,,TC,,,1634,1630,1634,,1655,1655,King's Men,,,,,,A50093.headed_collection_003.txt,Free
A50370,R9133,,"May, Thomas",,,,,,,no,The Old Couple,,drama,CO,,CO,,,1630,1630,1630,,1658,1658,,,,,,,A50370.headed.txt,Free
A50407,R224424,,"Mayne, Jasper",,,,,,,no,The Amorous War,,drama,TC,,CO,,,1648,1640,1638,,1648,1648,,,,,,,A50407.headed.txt,Free
A50686,R29528,,"Meriton, Thomas",,,,,,,no,Love and War,,drama,TR,,TR,,,1658,1650,1658,,1658,1658,,,,,,,A50686.headed.txt,Free
A50687,R19458,,"Meriton, Thomas",,,,,,,no,The Wandering Lover,,drama,TC,,TC,,,1658,1650,1658,,1658,1658,,,,,,,A50687.headed.txt,Free
A50787,R16685,,"Middleton, Thomas",,,,,,,no,Anything for a Quiet Life,,drama,CO,,,,,1621,1620,,,1662,1662,King's Men,,Blackfriars,,,,A50787.headed.txt,Free
A50789,R5638,,"Middleton, Thomas","Rowley, William",,,,,,no,The Changeling,,drama,TR,,TR,,,1622,1620,1622,,1653,1653,Lady Elizabeth's Men,,,,,,A50789.headed.txt,Free
A50793,R14092,,"Middleton, Thomas",,,,,,,no,The Mayor of Quinborough,The Mayor of Queenborough / Hengist King of Kent,drama,CO,,,,,1618,1610,,,1661,1661,,,,,,,A50793.headed.txt,Free
A50795,R16728,,"Middleton, Thomas",,,,,,,no,"No Wit, No Help Like a Woman's",,drama,CO,,CO,,,1611,1610,1611,,1657,1657,Lady Elizabeth's Men,,,,,,A50795.headed.txt,Free
A50796,R5637,,"Dekker, Thomas","Ford, John","Middleton, Thomas","Rowley, William",,,,no,The Spanish Gypsy,,drama,CO,,TC,,,1623,1620,1623,,1653,1653,Lady Elizabeth's Men,,,,,,A50796.headed.txt,Free
A50799,R16830,,"Middleton, Thomas",,,,,,,no,More Dissemblers Besides Women,,drama,CO,,CO,,,1614,1610,1614,,1657,1657,King's Men,,,,,,A50799.headed_collection_001.txt,Free
A50799,R16830,,"Middleton, Thomas",,,,,,,no,Women Beware Women,,drama,TR,,TR,,,1621,1620,1621,,1657,1657,King's Men,,,,,,A50799.headed_collection_002.txt,Free
A51867,R15752,,"Manuche, Cosmo",,,,,,,no,The Bastard,,drama,TR,,TR,,,1652,1650,1652,,1652,1652,,,,,,,A51867.headed.txt,Restricted
A51868,R1066,,"Manuche, Cosmo",,,,,,,no,The Just General,,drama,TC,,TC,,,1652,1650,1652,,1652,1652,,,,,,,A51868.headed.txt,Restricted
A51870,R6308,,"Manuche, Cosmo",,,,,,,no,The Loyal Lovers,,drama,TC,,TC,,,1652,1650,1652,,1652,1652,,,,,,,A51870.headed.txt,Restricted
A52953,R17847,,Anon.,,,,,,,no,Canterbury His Change of Diet,,drama,CO,,Political Dialogue,,,1641,1640,1641,,1641,1641,,,,,,,A52953.headed.txt,Free
A53060,R17289,,"Cavendish, Margaret",,,,,,,no,The Several Wits,,drama,CO,,,,,1662,1660,,,1662,1662,,,,,,,A53060.headed_106_play_003.txt,Free
A53060,R17289,,"Cavendish, Margaret",,,,,,,no,The Unnatural Tragedy,,drama,TR,,,,,1662,1660,,,1662,1662,,,,,,,A53060.headed_365_play_010.txt,Free
A53060,R17289,,"Cavendish, Margaret",,,,,,,no,1 Matrimonial Trouble,,drama,CO,,,,,1662,1660,,,1662,1662,,,,,,,A53060.headed_479_play_012.txt,Free
A53060,R17289,,"Cavendish, Margaret",,,,,,,no,2 Matrimonial Trouble,,drama,TC,,,,,1662,1660,,,1662,1662,,,,,,,A53060.headed_530_play_013.txt,Free
A53060,R17289,,"Cavendish, Margaret",,,,,,,no,The Comical Hash,,drama,CO,,,,,1662,1660,,,1662,1662,,,,,,,A53060.headed_681_play_017.txt,Free
A53060,R17289,,"Cavendish, Margaret",,,,,,,no,The Apocryphal Ladies,,drama,CO,,,,,1662,1660,,,1662,1662,,,,,,,A53060.headed_772_play_020.txt,Free
A53070,R16163,,"Cavendish, William","Shirley, James",,,,,,no,The Country Captain,Captain Underwit,drama,CO,,CO,,,1639,1630,1640,,1649,1649,King's Men,,,,,,A53070.headed_collection_001.txt,Free
A53070,R16163,,"Cavendish, William",,,,,,,no,The Variety,,drama,CO,,CO,,,1641,1640,1641,,1649,1649,King's Men,,,,,,A53070.headed_collection_002.txt,Free
A55761,R13616,,"Prestwich, Edmund",,,,,,,no,"The Hectors, or The False Challenge",,drama,CO,,CO,,,1656,1650,1656,,1656,1656,,,,,,,A55761.headed.txt,Free
A56797,R12208,,"Peaps, William.",,,,,,,no,"Love in Its Ecstasy, or The Large Prerogative",,drama,CO,,Pastoral Tragicomedy,,,1634,1630,1634,,1649,1649,,,,,,,A56797.headed.txt,Free
A56843,R21344,,"Quarles, Francis",,,,,,,no,The Virgin Widow,,drama,CO,,TC,,,1640,1640,1641,,1649,1649,,,,,,,A56843.headed.txt,Free
A56872,R9224,,"Ford, John",,,,,,,no,"The Queen, or The Excellency of Her Sex",,drama,TC,,TC,,,1628,1620,1628,,1653,1653,,,,,,,A56872.headed.txt,Free
A56910,R6083,,"Quinault, Philipe",,,,,"Lower, William",,no,The Noble Ingratitude,,drama,TC,,Political Tragicomedy,Pastoral TC,,1659,1650,1659,1659,1659,1659,Closet (?),,,,,,A56910.headed.txt,Restricted
A57763,R7261,,"Rowley, William",,,,,,,no,The Birth of Merlin,"The Birth of Merlin, or The Childe hath found his Father",drama,TC,,,,,1608,1600,,,1662,1662,,,,,,,A57763.headed.txt,Free
A57764,R1276,,"Dekker, Thomas","Rowley, William","Ford, John",,,,,no,The Witch of Edmonton,,drama,TC,,TC,,,1621,1620,1621,,1658,1658,Prince Charles's Men (first),,,,,,A57764.headed.txt,Free
A58987,R10370,,Mercurius Melancholicus(?),,,,,,,no,2 Crafty Cromwell,"2 Crafty Cromwell, or Oliver in His Glory as King",drama,TC,,Political Dialogue,,,1648,1640,1648,,1648,1648,,,,,,,A58987.headed.txt,Restricted
A59169,R37364,,"Seneca, Lucius Annaeus",,,,,"Prestwich, Edmund",,no,Hippolytus,,drama,TR,,TR,,,1651,1650,1651,,1651,1651,,,,,,,A59169.headed.txt,Free
A59170,R17531,,"Seneca, Lucius Annaeus",,,,,"Sherburne, Edward",,no,Medea,,drama,TR,,TR,,,1648,1640,1648,,1648,1648,,,,,,,A59170.headed.txt,Free
A59979,R18513,,"Shirley, James",,,,,,,no,The Gentleman of Venice,,drama,CO,,TC,,,1639,1630,1639,,1655,1655,Ogilby's Men,Queen Henrietta Maria's Men,,,,,A59979.headed.txt,Free
A59982,R35185,,"Shirley, James",,,,,,,no,Honoria and Mammon,Honoria and Mammon; The Contention of Ajax and Ulysses,drama,TC,,Moral,,,1631,1630,1631,,1633,1659,,,,,,,A59982.headed_collection_001.txt,Free
A59982,R35185,,"Shirley, James",,,,,,,no,The Contention of Ajax and Ulysses,The Contention of Ajax and Ulysses for the Armor of Achilles,drama,TC,,Entertainment,,,1645,1640,1658,,1658,1659,,,,,,,A59982.headed_collection_002.txt,Free
A59990,R19495,,"Shirley, James",,,,,,,no,The Politician,,drama,TR,,TR,,,1639,1630,1639,,1655,1655,Ogilby's Men; Queen Henrietta Maria's Men,Queen Henrietta Maria's Men,,,,,A59990.headed.txt,Free
A59992,R20878,,"Shirley, James",,,,,,,no,The Brothers,The Politic Father,drama,CO,,CO,,,1652,1650,1641,,1652,1653,King's Men,,,,,,A59992.headed_collection_001.txt,Free
A59992,R20878,,"Shirley, James",,,,,,,no,The Sisters,,drama,CO,,CO,,,1642,1640,1642,,1652,1653,King's Men,,,,,,A59992.headed_collection_002.txt,Free
A59992,R20878,,"Shirley, James",,,,,,,no,The Doubtful Heir,"Rosania, or Love's Victory",drama,TC,,TC,,,1638,1630,1638,,1652,1653,Ogilby's Men,King's Men,,,,,A59992.headed_collection_003.txt,Free
A59992,R20878,,"Shirley, James",,,,,,,no,The Impostor,The Imposture,drama,TC,,TC,,,1640,1640,1640,,1652,1653,King's Men,,,,,,A59992.headed_collection_004.txt,Free
A59992,R20878,,"Shirley, James",,,,,,,no,The Cardinal,,drama,TR,,TR,,,1641,1640,1641,,1652,1653,King's Men,,,,,,A59992.headed_collection_005.txt,Free
A59992,R20878,,"Shirley, James",,,,,,,no,The Court Secret,,drama,TC,,TC,,,1642,1640,1642,,1653,1653,,,,,,,A59992.headed_collection_006.txt,Free
A61942,R14196,,"Suckling, Sir John",,,,,,,no,"Brennoralt, or The Discontented Colonel",,drama,TR,,TR,,,1639,1630,1639,,1642,1642,King's Men,,,,,,A61942.headed.txt,Free
A62038,R42,,"Swinhoe, Gilbert",,,,,,,no,The Unhappy Fair Irene,,drama,TR,,TR,,,1658,1650,1658,,1658,1658,,,,,,,A62038.headed.txt,Free
A62477,R20950,,"Webster, John","Rowley, William",,,,,,no,The Thracian Wonder,The Thracian Wonder. A Comical History.,drama,CO,,,,,1599,1590,,,1661,1661,,,,,,,A62477.headed.txt,Free
A63042,R219725,,Anon.,,,,,,,no,1 Newmarket Fair,"1 Newmarket Fair, or A Parliament Outcry of State Commodities, Set to Sale",drama,TC,,Political Dialogue,,,1649,1640,1649,,1649,1649,,,,,,,A63042.headed.txt,Restricted
A63300,R1648,,"Tatham, John",,,,,,,no,"The Scots Figaries, or A Knot of Knaves",,drama,CO,,Political Comedy,,,1652,1650,1652,,1652,1652,,,,,,,A63300.headed.txt,Free
A65360,R5767,,"Webster, John",,,,,,,no,Appius and Virginia,,drama,TR,,TR,,,1624,1620,1624,,1654,1654,Beeston's Boys,,,,,,A65360.headed.txt,Free
A68114,S103417,,"Greene, Robert",,,,,,,no,1 Selimus,,drama,TR,,Heroical Romance,,,1591,1590,1592,,1594,1594,Queen Elizabeth's Men,,,,,,A68114.headed.txt,Free
A68191,S111569,1220,Anon.,,,,,,,no,The Trial of Chivalry,Printed: The Trial of Chivalry / Contemporary: The Life and Death of Cavaliero Dick Bowyer; This Gallant Cavaliero Dick Bowyer,drama,HI,romance,Pseudo-History,,HI,1599,1590,1601,,1605,1605,Derby's (Strange's) Men,,,pentameter and prose,blank verse,,A68191.headed.txt,Free
A68468,S110014,,"Middleton, Thomas",,,,,,,no,Your Five Gallants,The Five Witty Gallants,drama,CO,,CO,,,1607,1600,1607,,1608,1608,,,,,,,A68468.headed.txt,Free
A68655,S115965,,"Richards, Nathaniel",,,,,,,no,"Messalina, the Roman Empress",,drama,TR,,TR,,,1634,1630,1635,,1640,1640,King's Revels Company,,,,,,A68655.headed.txt,Free
A68683,S116335,,"S., S.",,,,,,,no,The Honest Lawyer,,drama,CO,,CO,,,1614,1610,1615,,1616,1616,Queen Anne's Men,,,,,,A68683.headed.txt,Restricted
A68918,S111762,519,"Woodes, Nathaniel",,,,,,,no,The Conflict of Conscience,Performed+Printed: The Conflict of Conscience / Later assigned: The Desperation of Spira,drama,CO,moral,Protestant Moral,,CO; HI; treatise,1572,1570,1572,,1581,1581,,,,"fourteeners, pentameter, and prose",yes,,A68918.headed.txt,Free
A69093,S107709,,"Chapman, George",,,,,,,no,Monsieur D'Olive,,drama,CO,,CO,,,1605,1600,1605,,1606,1606,Children of the Queen's Revels,,,,,,A69093.headed.txt,Free
A69121,S110383,,"Peele, George",,,,,,,no,Clyomon and Clamydes,,drama,HI,,Heroical Romance,,,1599,1590,1570,,1599,1599,Queen Elizabeth's Men,,,,,,A69121.headed.txt,Free
A69188,S109425,,"Day, John",,,,,,,no,The Isle of Gulls,,drama,CO,,CO,,,1606,1600,1606,,1606,1633,Children of the Queen's Revels,,,,,,A69188.headed.txt,Free
A69900,R17488,,"Davenant, Sir William",,,,,,,no,Love and Honor,"The Courage of Love; The Nonpareilles, or The Matchless Maids",drama,TC,,TC,,,1634,1630,1634,,1649,1649,King's Men,,,,,,A69900.headed.txt,Free
A72254,S122568,,"Hausted, Peter",,,,,,,no,The Rival Friends,,drama,CO,,TC,,,1632,1630,1632,,1632,1632,,,,,,,A72254.headed.txt,Free
A72473,S111824,,"Jonson, Ben",,,,,,,no,Bartholomew Fair,,drama,CO,,CO,,,1614,1610,1614,,1631,1641,Lady Elizabeth's Men,,,,,,A72473.headed_collection_001.txt,Restricted
A72473,S111824,,"Jonson, Ben",,,,,,,no,The Devil Is an Ass,,drama,CO,,CO,,,1616,1610,1616,,1631,1641,King's Men,,,,,,A72473.headed_collection_003.txt,Restricted
A72473,S111824,,"Jonson, Ben",,,,,,,no,The Staple of News,,drama,CO,,CO,,,1614,1610,1626,,1631,1641,King's Men,,,,,,A72473.headed_collection_002.txt,Restricted
A73627,S122351,,Anon.,,,,,,,no,"Caesar and Pompey, or Caesar's Revenge",,drama,TR,,TR,,,1592,1590,1595,,1606,1606,University,,,,,,A73627.headed.txt,Free
A74717,R210061,,"Quinault, Philipe",,,,,"Lower, William",,no,The Amorous Fantasm,,drama,TC,,TC,TC,,1659,1650,1659,7 Nov.,1660,1660,Closet,,,,,,A74717.headed.txt,Restricted
A74789,R13857,,Mercurius Melancholicus(?),,,,,,,no,1 Crafty Cromwell,"1 Crafty Cromwell, or Oliver Ordering Our New State",drama,TC,,Political Dialogue,,,1648,1640,1648,,1648,1648,,,,,,,A74789.headed.txt,Restricted
A76435,R12266,,"B., T.",,,,,,,no,"The Rebellion of Naples, or The Tragedy of Massenello","The rebellion of Naples, or The tragedy of Massenello· Commonly so called: but rightly Tomaso Aniello di Malfa Generall of the Neopolitans.",drama,TR,,Contemporary Foreign History,,,1649,1640,1649,,1649,1649,,,,,,,A76435.headed.txt,Restricted
A77565,R202038,,"Brome, Richard",,,,,,,no,A Mad Couple Well Matched,,drama,CO,,CO,,,1632,1630,1639,,1653,1653,Beeston's Boys,,,,,,A77565.headed_collection_001.txt,Free
A77565,R202038,,"Brome, Richard",,,,,,,no,The Novella,,drama,CO,,CO,,,1632,1630,1632,,1653,1653,King's Men,,,,,,A77565.headed_collection_002.txt,Free
A77565,R202038,,"Brome, Richard",,,,,,,no,The Court Beggar,,drama,CO,,CO,,,1639,1630,1640,,1653,1653,Beeston's Boys,King's Men,,,,,A77565.headed_collection_003.txt,Free
A77565,R209758,,"Brome, Richard",,,,,,,no,"The City Wit, or The Woman Wears the Breeches",,drama,CO,,CO,,,1630,1630,1630,,1653,1653,King's Revels Company,,,,,,A77565.headed_collection_004.txt,Free
A77565,R209758,,"Brome, Richard",,,,,,,no,"The Damoiselle, or The New Ordinary",,drama,CO,,CO,,,1637,1630,1638,,1653,1653,Beeston's Boys,,,,,,A77565.headed_collection_005.txt,Free
A77567,R209758,,"Brome, Richard",,,,,,,no,"The English Moor, or The Mock Marriage",,drama,CO,,CO,,,1632,1630,1637,,1658,1658,Queen Henrietta Maria's Men,,,,,,A77567.headed_collection_001.txt,Free
A77567,R209758,,"Brome, Richard",,,,,,,no,"The Lovesick Court, or The Ambitious Politic",,drama,TC,,TC,,,1635,1630,1639,,1658,1658,,,,,,,A77567.headed_collection_002.txt,Free
A77567,R209758,,"Brome, Richard",,,,,,,no,"The Weeding of the Covent Garden, or The Middlesex Justice of Peace",The Covent Garden Weeded,drama,CO,,CO,,,1632,1630,1632,,1658,1658,King's Men,,,,,,A77567.headed_collection_003.txt,Free
A77567,R209758,,"Brome, Richard",,,,,,,no,"The New Academy, or The New Exchange",,drama,CO,,CO,,,1635,1630,1635,,1658,1658,King's Revels Company,,,,,,A77567.headed_collection_004.txt,Free
A77567,R209758,,"Brome, Richard",,,,,,,no,The Queen and Concubine,,drama,TC,,TC,,,1635,1630,1635,,1658,1658,King's Revels Company,,,,,,A77567.headed_collection_005.txt,Free
A80943,R208874,,"Cartwright, William",,,,,,,no,The Lady Errant,,drama,TC,,TC,,,1628,1620,1637,,1651,1651,,,,,,,A80943.headed.txt,Free
A80983,R42371,,"Cartwright, William",,,,,,,no,"The Ordinary, or The City Cozener",,drama,CO,,CO,,,1634,1630,1635,,1651,1651,,,,,,,A80983.headed.txt,Free
A85334,R202218,,"Goffe, Thomas",,,,,,,no,"The Raging Turk, or Bajazet the Second",,drama,TR,,TR,,,1618,1610,1618,,1631,1656,,,,,,,A85334.headed_collection_001.txt,Restricted
A85334,R202218,,"Goffe, Thomas",,,,,,,no,The Courageous Turk,"The Courageous Turk, or Amurath the First",drama,TR,,TR,,,1619,1610,1619,,1632,1656,,,,,,,A85334.headed_collection_002.txt,Restricted
A85334,R202218,,"Goffe, Thomas",,,,,,,no,Orestes,,drama,TR,,TR,,,1616,1610,1617,,1633,1656,,,,,,,A85334.headed_collection_003.txt,Restricted
A87372,R202056,,"Jordan, Thomas",,,,,,,no,The Walks of Islington and Hogsdon,Tricks of Youth,drama,CO,,CO,,,1641,1640,1641,,1657,1657,Red Bull Company (second),,,,,,A87372.headed.txt,Restricted
A88624,R210000,,"Lower, William",,,,,,,no,The Enchanted Lovers,,drama,CO,,Pastoral Tragicomedy,,,1658,1650,1658,,1658,1658,,,,,,,A88624.headed.txt,Restricted
A89019,R202907,,"Mead, Robert",,,,,,,no,The Combat of Love and Friendship,,drama,CO,,TC,,,1634,1630,1638,,1654,1654,,,,,,,A89019.headed.txt,Free
A92826,R187425,,Man in the moon,,,,,,,no,"2 Newmarket Fair, or Mistress Parliament's New Figaries","The second part of The tragi-comedy, called New-market-faire. Or Mrs. Parliaments new figaries. Written by the Man in the moon.",drama,TC,,Political Dialogue,,,1649,1640,1649,,1649,1649,,,,,,,A92826.headed.txt,Restricted
A93098,R206410,,"Sheppard, Samuel",,,,,,,no,"The Jovial Crew, or The Devil Turned Ranter",,drama,CO,,Political Dialogue,,,1651,1650,1651,,1651,1651,,,,,,,A93098.headed.txt,Restricted
A93949,R5595,,"S., J.",,,,,,,no,The Prince of Prigs' Revels,"An excellent comedy, called, The Prince of Priggs revels: or, The practises of that grand thief Captain James Hind, relating divers of his pranks and exploits, never heretofore published by any. Repleat with various conceits, and Tarltonian mirth, suitable to the subject Written by J.S.",drama,CO,,Comic Interlude,,,1651,1650,1651,,1651,1651,,,,,,,A93949.headed.txt,Restricted
A94057,R203677,,"Strode, William",,,,,,,no,The Floating Island,Passions Calmed; Prudentius,drama,TC,,Moral Allegory,,,1636,1630,1636,,1655,1655,,,,,,,A94057.headed.txt,Free
A94842,R203745,,"Tatham, John",,,,,,,no,The Distracted State,,drama,TR,,TR,,,1641,1640,1650,,1651,1651,,,,,,,A94842.headed.txt,Restricted
